Identifiant article;Code-barres article;Code article;Libellé;Famille;Fournisseur principal;Collection;Prix de revient HT article;Prix Détail (TTC);Prix unique;Catégorie;Grille masque des dimensions;Grille dimension 1;Code tarif;
21357                            X;;21357;ILANA;DEBARDEUR;GRP GRATTI TEXTILE;24H;6;20;-;PFL;0GS;;;
21358                            X;;21358;IDIR;SLIP;GRP GRATTI TEXTILE;24H;7;22;-;PFL;0GS;;;
21359                            X;;21359;IREM;SLIP;GRP GRATTI TEXTILE;24H;7;22;-;PFL;0GS;;;
21360                            X;;21360;ILLOUNA;SLIP;GRP GRATTI TEXTILE;24H;9;28;-;PFL;0GS;;;
21361                            X;;21361;ISANA;PANTOUFLES;GRP GRATTI TEXTILE;24H;9;26;-;PFL;0GS;;;
21362                            X;;21362;IBANEZ;ROBE;MY LOOK;24H;35;100;-;PFL;0GS;;;
21363                            X;;21363;ILZA;MANTEAU;MY LOOK;24H;42;130;-;PFL;0GS;;;
21364                            X;;21364;IMAQ;TUNIQUE;MY LOOK;24H;17;50;-;PFL;0GS;;;
21365                            X;;21365;INARA;TUNIQUE;MY LOOK;24H;14;50;-;PFL;0GS;;;
21366                            X;;21366;IOANE;PANTALON;ROSELLA;24H;35;100;-;PFL;0GS;;;
21367                            X;;21367;ISIA;DEBARDEUR;STE GAT FASHION;24H;29;90;-;PFL;0GV;;;
21368                            X;;21368;IVINA;PYJAMA;STE TEX-MODE;24H;33;100;-;PFL;0GS;;;
21369                            X;;21369;INEZ;PYJAMA;STE TEX-MODE;24H;32;100;-;PFL;0GS;;;
21370                            X;;21370;IDJANI;LOUNGE WEAR;MB;24H;40;120;-;PFL;0GS;;;
21371                            X;;21371;IRANIX;TUNIQUE;MB;24H;24;70;-;PFL;0GS;;;
21372                            X;;21372;IDOR;PYJAMA;MB;24H;28;80;-;PFL;0GS;;;
21373                            X;;21373;ILOU;PYJAMA;MB;24H;28;80;-;PFL;0GS;;;
21374                            X;;21374;IGOR;legging;MB;24H;24;70;-;PFL;0GS;;;
21375                            X;;21375;ICE;PYJAMA;AICHA FASHION;24H;28;80;-;PFL;0GS;;;
21376                            X;;21376;IANIS;CHEMISE DE NUIT;AICHA FASHION;24H;28;80;-;PFL;0GS;;;
21377                            X;;21377;INYAH;PYJAMA;DELFINO;24H;35;90;-;PFL;0GS;;;
21378                            X;;21378;ISARD;CHEMISE DE NUIT;METAPHORE LINE;24H;30;90;-;PFL;0GS;;;
21380                            X;;21380;INDRI;PANTALON;ARTEMIS;24H;43;120;-;PFL;0GS;;;
21381                            X;;21381;IMPALA;PANTALON;ARTEMIS;24H;43;120;-;PFL;0GS;;;
21382                            X;;21382;ISIS;LOUNGE WEAR;ARTEMIS;24H;49;140;-;PFL;0GS;;;
21383                            X;;21383;INOUIT;CEINTURE;ARTEMIS;24H;17;50;-;PFL;0GV;;;
21384                            X;;21384;IBIJOU;MANTEAU;ARTEMIS;24H;94;290;-;PFL;0GS;;;
21385                            X;;21385;ISHKA;CHEMISE DE NUIT;STE TEX-MODE;24H;26;90;-;PFL;0GS;;;
21386                            X;;21386;IZZIE;CHEMISE DE NUIT;STE TEX-MODE;24H;25;80;-;PFL;0GS;;;
21387                            X;;21387;IVY;CHEMISE DE NUIT;STE TEX-MODE;24H;25;80;-;PFL;0GS;;;
21388                            X;;21388;IOUKA;PYJAMA;STE TEX-MODE;24H;32;90;-;PFL;0GS;;;
21389                            X;;21389;IPPY;PYJAMA;STE TEX-MODE;24H;31;90;-;PFL;0GS;;;
21390                            X;;21390;ISHKA;PYJAMA;STE TEX-MODE;24H;33;100;-;PFL;0GS;;;
21391                            X;;21391;IOUKIE;PYJAMA;STE TEX-MODE;24H;31;90;-;PFL;0GS;;;
21392                            X;;21392;IXIO;PYJAMA;STE TEX-MODE;24H;31;90;-;PFL;0GS;;;
21393                            X;;21393;INAVA;CHEMISE DE NUIT;STE TEX-MODE;24H;26;90;-;PFL;0GS;;;
21394                            X;;21394;ILANIT;MANTEAU;ROSELLA;24H;89;290;-;PFL;0GS;;;
21395                            X;;21395;INSAF;VESTE;ROSELLA;24H;69;190;-;PFL;0GS;;;
21396                            X;;21396;ILKNUR;VESTE;ROSELLA;24H;69;190;-;PFL;0GS;;;
21397                            X;;21397;IRIA;PANTALON;ROSELLA;24H;35;100;-;PFL;0GS;;;
21398                            X;;21398;IRA;BLOUSE;ROSELLA;24H;35;100;-;PFL;0GS;;;
21399                            X;;21399;INOA;CHEMISE;ROSELLA;24H;35;110;-;PFL;0GS;;;
21400                            X;;21400;IVETTE;ROBE;ROSELLA;24H;53;150;-;PFL;0GS;;;
21401                            X;;21401;INTENSE;BLOUSE;MIRALETTE;24H;27;80;-;PFL;0GS;;;
21402                            X;;21402;IMAN;VESTE;ROSELLA;24H;69;210;-;PFL;0GS;;;
21403                            X;;21403;IDA;PANTALON;ROSELLA;24H;35;100;-;PFL;0GS;;;
21404                            X;;21404;ISRA;CHEMISE;ROSELLA;24H;35;100;-;PFL;0GS;;;
21405                            X;;21405;IVA;ROBE;ROSELLA;24H;54;150;-;PFL;0GS;;;
21406                            X;;21406;INCI;PANTALON;STE TEX-MODE;24H;31;90;-;PFL;0GS;;;
21407                            X;;21407;ISAE;VESTE;STE TEX-MODE;24H;35;100;-;PFL;0GS;;;
21408                            X;;21408;IZALYNE;JUPE;STE TEX-MODE;24H;26;80;-;PFL;0GS;;;
21409                            X;;21409;ISLAH;CHEMISE;STE TEX-MODE;24H;28;80;-;PFL;0GS;;;
21410                            X;;21410;ISAIA;PANTALON;STE TEX-MODE;24H;31;90;-;PFL;0GS;;;
21411                            X;;21411;ILINE;ROBE DE CHAMBRE;METAPHORE LINE;24H;25;90;-;PFL;0GV;;;
21412                            X;;21412;IMA;ROBE;MY LOOK;24H;34;130;-;PFL;0GS;;;
21413                            X;;21413;ISLANE;JOGGING;MY LOOK;24H;45;140;-;PFL;0GS;;;
21414                            X;;21414;INTERESSANT;BLOUSE;MY LOOK;24H;28;100;-;PFL;0GS;;;
21415                            X;;21415;IZAORA;ROBE;MY LOOK;24H;30;100;-;PFL;0GS;;;
21416                            X;;21416;ILEM;MANTEAU;MY LOOK;24H;55;190;-;PFL;0GS;;;
21417                            X;;21417;INCI;TUNIQUE;MB;24H;21;60;-;PFL;0GS;;;
21418                            X;;21418;IOLA;GILET;MB;24H;28;90;-;PFL;0GS;;;
21419                            X;;21419;ILYA;ROBE;TIN TRADE;24H;41;140;-;PFL;0GS;;;
21420                            X;;21420;ILMA;PANTALON;TIN TRADE;24H;28;90;-;PFL;0GS;;;
21421                            X;;21421;IRINI;DEBARDEUR;TIN TRADE;24H;24;70;-;PFL;0GS;;;
21422                            X;;21422;ILSA;TUNIQUE;TIN TRADE;24H;38;110;-;PFL;0GS;;;
21423                            X;;21423;ISORA;JUPE;TIN TRADE;24H;38;110;-;PFL;0GS;;;
21424                            X;;21424;ISABET;PYJAMA;DELFINO;24H;35;90;-;PFL;0GS;;;
21425                            X;;21425;IDDIN;PANTALON;OMRIFEX;24H;34;100;-;PFL;0GS;;;
21426                            X;;21426;ITAZIAR;PANTALON;SORECO;24H;31;90;-;PFL;0GS;;;
21427                            X;;21427;IOSIF;CHEMISE DE NUIT;STE TEX-MODE;24H;25;80;-;PFL;0GS;;;
21428                            X;;21428;ISOLA;MANTEAU;OMRIFEX;24H;117;320;-;PFL;0GS;;;
21429                            X;;21429;ITIA;VESTE;OMRIFEX;24H;60;200;-;PFL;0GS;;;
21430                            X;;21430;ISAORA;JUPE;OMRIFEX;24H;30;90;-;PFL;0GS;;;
21431                            X;;21431;IZEL;SHORT;OMRIFEX;24H;30;90;-;PFL;0GS;;;
21432                            X;;21432;IDALIA;BLOUSE;MIRALETTE;24H;27;80;-;PFL;0GS;;;
21433                            X;;21433;IOLA;VESTE;OMRIFEX;24H;57;190;-;PFL;0GS;;;
21434                            X;;21434;IZUMI;PANTALON;OMRIFEX;24H;34;100;-;PFL;0GS;;;
21435                            X;;21435;ILIANA;ROBE;METAPHORE LINE;24H;28;100;-;PFL;0GS;;;
21436                            X;;21436;ISLIM;ROBE;METAPHORE LINE;24H;27;100;-;PFL;0GS;;;
21437                            X;;21437;IZILDA;ROBE;METAPHORE LINE;24H;45;130;-;PFL;0GS;;;
21438                            X;;21438;INELLE;ROBE;METAPHORE LINE;24H;29;100;-;PFL;0GS;;;
21439                            X;;21439;INGE;GILET;3A TRICOTAGE;24H;22;70;-;PFL;0GS;;;
21440                            X;;21440;ISLAD;PULL;STE GAT FASHION;24H;24;80;-;PFL;0GS;;;
21441                            X;;21441;IVONA;PYJAMA;AICHA FASHION;24H;28;80;-;PFL;0GS;;;
21442                            X;;21442;IDOY;PYJAMA;AICHA FASHION;24H;28;80;-;PFL;0GS;;;
21443                            X;;21443;ILVA;JOGGING;AICHA FASHION;24H;39;140;-;PFL;0GS;;;
21444                            X;;21444;IKARA;PANTALON;ESA WASHING;24H;23;90;-;PFL;0GS;;;
21445                            X;;21445;ISSA;PANTALON;ESA WASHING;24H;23;90;-;PFL;0GS;;;
21446                            X;;21446;ILOA;PYJAMA;AICHA FASHION;24H;28;80;-;PFL;0GS;;;
21447                            X;;21447;ILULIA;TEE SHIRT;DELFINO;24H;27;80;-;PFL;0GS;;;
21448                            X;;21448;ISCIA;LOUNGE WEAR;COMETEX;24H;49;150;-;PFL;0GV;;;
21449                            X;;21449;IRID;PULL;COMETEX;24H;23;80;-;PFL;0GS;;;
21450                            X;;21450;ILISYA;GILET;COMETEX;24H;28;100;-;PFL;0GV;;;
21451                            X;;21451;ISILD;LOUNGE WEAR;COMETEX;24H;51;150;-;PFL;0GS;;;
21452                            X;;21452;ISEULT;GILET;COMETEX;24H;28;90;-;PFL;0GV;;;
21453                            X;;21453;ISOR;GILET;COMETEX;24H;27;90;-;PFL;0GV;;;
21454                            X;;21454;ITZEL;GILET;COMETEX;24H;24;90;-;PFL;0GV;;;
21455                            X;;21455;IMANY;PULL;COMETEX;24H;27;90;-;PFL;0GV;;;
21456                            X;;21456;ISSAR;DEBARDEUR;COMETEX;24H;25;80;-;PFL;0GV;;;
21457                            X;;21457;ISSE;GILET;COMETEX;24H;28;90;-;PFL;0GV;;;
21458                            X;;21458;ISAIME;PULL;COMETEX;24H;27;90;-;PFL;0GV;;;
21459                            X;;21459;ISAIDA;JUPE;MY LOOK;24H;24;80;-;PFL;0GS;;;
21460                            X;;21460;INGVID;TENUE VENDEUR(se);METAPHORE LINE;24H;14;0;-;PFL;0GS;;;
21461                            X;;21461;IGNACIA;ROBE;COMETEX;24H;25;90;-;PFL;0GS;;;
21462                            X;;21462;ILIZABETTE;LOUNGE WEAR;COMETEX;24H;47;150;-;PFL;0GV;;;
21463                            X;;21463;INDA;GILET;COMETEX;24H;24;80;-;PFL;0GV;;;
21464                            X;;21464;INDAR;PULL;COMETEX;24H;24;80;-;PFL;0GV;;;
21465                            X;;21465;ILISSA;PULL;COMETEX;24H;25;80;-;PFL;0GV;;;
21466                            X;;21466;IDA;PULL;COMETEX;24H;21;80;-;PFL;0GS;;;
21467                            X;;21467;ISIDORA;PULL;COMETEX;24H;23;80;-;PFL;0GS;;;
21468                            X;;21468;IOLENTE;TEE SHIRT;STE TEX-MODE;24H;13;40;-;PFL;0GS;;;
21469                            X;;21469;IRATI;VESTE;STE TEX-MODE;24H;26;80;-;PFL;0GS;;;
21470                            X;;21470;ILIDIA;SHORT;STE TEX-MODE;24H;26;80;-;PFL;0GS;;;
21471                            X;;21471;IBOLYA;JOGGING;STE TEX-MODE;24H;58;160;-;PFL;0GS;;;
21472                            X;;21472;IVELINE;SWEATSHIRT;STE TEX-MODE;24H;30;90;-;PFL;0GS;;;
21473                            X;;21473;ISIDORINE;PANTALON JOGGING;STE TEX-MODE;24H;30;80;-;PFL;0GS;;;
21474                            X;;21474;ITTE;SET;STE TEX-MODE;24H;36;120;-;PFL;0GS;;;
21475                            X;;21475;ILEF;ROBE;STE TEX-MODE;24H;42;120;-;PFL;0GS;;;
21476                            X;;21476;ISOLD;PANTALON;STE TEX-MODE;24H;32;90;-;PFL;0GS;;;
21477                            X;;21477;ITZIAR;CHEMISE;STE TEX-MODE;24H;32;90;-;PFL;0GS;;;
21478                            X;;21478;ISMA;PYJAMA;STE TEX-MODE;24H;56;160;-;PFL;0GS;;;
21479                            X;;21479;IFEKET;ROBE;ROSELLA;24H;56;160;-;PFL;0GS;;;
21480                            X;;21480;ISHREF;ROBE;ROSELLA;24H;57;170;-;PFL;0GS;;;
21481                            X;;21481;IDEUC;VESTE;TIN TRADE;24H;77;230;-;PFL;0GS;;;
21482                            X;;21482;IZID;JOGGING;MB;24H;62;170;-;PFL;0GS;;;
21484                            X;;21484;IAGO;TEE SHIRT;STE TEX-MODE;24H;14;50;-;PFL;0GS;;;
21485                            X;;21485;IBELLE;VESTE;TIN TRADE;24H;66;230;-;PFL;0GS;;;
21486                            X;;21486;IN;TENUE VENDEUR(se);MY LOOK;24H;23;0;-;PFL;0GS;;;
21488                            X;;21488;JACINTHE;VESTE;ARTEMIS;25E;61;190;-;PFL;0GY;;;
21489                            X;;21489;JAROSSE;PANTALON;ARTEMIS;25E;32;90;-;PFL;0GY;;;
21490                            X;;21490;JASIONE;VESTE;ARTEMIS;25E;65;190;-;PFL;0GY;;;
21491                            X;;21491;JONC;PANTALON;ARTEMIS;25E;32;90;-;PFL;0GY;;;
21492                            X;;21492;JOUBARBE;ROBE;ARTEMIS;25E;45;140;-;PFL;0GY;;;
21493                            X;;21493;JULIENNE;CHEMISE;ARTEMIS;25E;31;90;-;PFL;0GY;;;
21494                            X;;21494;JURINEE;PANTALON;ARTEMIS;25E;29;90;-;PFL;0GY;;;
21495                            X;;21495;JUSQUIAME;CHEMISE;ARTEMIS;25E;35;100;-;PFL;0GY;;;
21496                            X;;21496;JUSSIE;CHEMISE;ARTEMIS;25E;41;120;-;PFL;0GY;;;
21497                            X;;21497;JONQUILLE;PANTALON;ARTEMIS;25E;33;100;-;PFL;0GY;;;
21498                            X;;21498;JANNA;ROBE;ARTEMIS;25E;47;140;-;PFL;0GY;;;
21499                            X;;21499;JULETTE;CHEMISE;ARTEMIS;25E;35;100;-;;0GY;;;
21500                            X;;21500;JEANNIC;VESTE;ARTEMIS;25E;63;190;-;;0GY;;;
21501                            X;;21501;JUSTINE;CHEMISE;ARTEMIS;25E;45;130;-;;0GY;;;
21502                            X;;21502;JUNE;BLOUSE;ARTEMIS;25E;43;130;-;;0GY;;;
21503                            X;;21503;JOYA;BLOUSE;ARTEMIS;25E;31;90;-;;0GY;;;
21504                            X;;21504;JASSMIN;ROBE;ARTEMIS;25E;43;140;-;;0GY;;;
21505                            X;;21505;JEHIEL;ROBE;SOTTEX;25E;34;100;-;PFL;0GY;;;
21506                            X;;21506;JILAN;PANTALON;SOTTEX;25E;27;80;-;PFL;0GY;;;
21507                            X;;21507;JESSYM;VESTE;SOTTEX;25E;38;140;-;PFL;0GY;;;
21508                            X;;21508;JOHANE;PANTALON;OMRIFEX;25E;26;100;-;PFL;0GY;;;
21509                            X;;21509;JORIAN;PANTALON;OMRIFEX;25E;26;80;-;PFL;0GY;;;
21510                            X;;21510;ISAM;TENUE VENDEUR(se);STE GAT FASHION;24H;26;0;-;PFL;0GS;;;
21511                            X;;21511;JORICK;PANTALON;SOTTEX;25E;26;90;-;PFL;0GY;;;
21512                            X;;21512;JOSSUA;PANTALON;SOTTEX;25E;25;80;-;PFL;0GY;;;
21513                            X;;21513;JOSIA;PANTALON;SOTTEX;25E;26;90;-;PFL;0GY;;;
21514                            X;;21514;JOSU;ROBE;ARTEMIS;25E;48;140;-;PFL;0GY;;;
21515                            X;;21515;JULO;ROBE;ARTEMIS;25E;47;140;-;PFL;0GY;;;
21516                            X;;21516;JEF;ROBE;ARTEMIS;25E;47;140;-;PFL;0GY;;;
21517                            X;;21517;JOSUE;CHEMISE;ARTEMIS;25E;31;90;-;PFL;0GY;;;
21518                            X;;21518;JEFERSON;BLOUSE;ARTEMIS;25E;28;90;-;PFL;0GY;;;
21519                            X;;21519;JETHRO;BLOUSE;ARTEMIS;25E;28;90;-;PFL;0GY;;;
21520                            X;;21520;JEWEL;ROBE;ARTEMIS;25E;51;150;-;PFL;0GY;;;
21521                            X;;21521;JILLIAN;BLOUSE;ARTEMIS;25E;32;90;-;PFL;0GY;;;
21522                            X;;21522;JOAD;VESTE;ROSELLA;25E;70;200;-;PFL;0GY;;;
21523                            X;;21523;JADEN;PANTALON;ROSELLA;25E;36;100;-;PFL;0GY;;;
21524                            X;;21524;JONATHAN;VESTE;ROSELLA;25E;69;200;-;PFL;0GY;;;
21525                            X;;21525;JUSTIN;PANTALON;ROSELLA;25E;36;100;-;PFL;0GY;;;
21526                            X;;21526;JAYDEN;ROBE;ROSELLA;25E;46;130;-;PFL;0GY;;;
21527                            X;;21527;JIMMY;ROBE;ROSELLA;25E;57;170;-;PFL;0GY;;;
21530                            X;;21530;JAROD;ROBE;ROSELLA;25E;59;170;-;PFL;0GY;;;
21531                            X;;21531;JAKY;VESTE;ROSELLA;25E;69;190;-;PFL;0GY;;;
21532                            X;;21532;JABIER;PANTALON;ROSELLA;25E;37;110;-;PFL;0GY;;;
21533                            X;;21533;JONHY;COMBINAISON;ROSELLA;25E;61;170;-;PFL;0GY;;;
21534                            X;;21534;JESSONE;ROBE;ROSELLA;25E;61;170;-;PFL;0GY;;;
21535                            X;;21535;JOSUH;ROBE;ROSELLA;25E;59;170;-;PFL;0GY;;;
21536                            X;;21536;JIMES;PANTALON;ROSELLA;25E;37;110;-;PFL;0GY;;;
21537                            X;;21537;JAMAL;VESTE;ROSELLA;25E;71;210;-;PFL;0GY;;;
21538                            X;;21538;JIBRYL;PANTALON;ROSELLA;25E;39;120;-;PFL;0GY;;;
21539                            X;;21539;JOVICA;VESTE;ROSELLA;25E;39;120;-;PFL;0GY;;;
21540                            X;;21540;JAVIEL;ROBE;ROSELLA;25E;59;170;-;PFL;0GY;;;
21541                            X;;21541;JAQUY;ROBE;ROSELLA;25E;86;250;-;PFL;0H0;;;
21542                            X;;21542;JORIJE;ROBE;ROSELLA;25E;61;170;-;PFL;0GY;;;
21543                            X;;21543;JALLIL;VESTE;ROSELLA;25E;70;210;-;PFL;0GY;;;
21544                            X;;21544;JEFFRAY;PANTALON;ROSELLA;25E;35;110;-;PFL;0GY;;;
21546                            X;;21546;JEZY;CHAUSSURES;JOELLE;25E;41;120;-;PFL;0H1;;;
21547                            X;;21547;JAOIDE;CHAUSSURES;JOELLE;25E;39;110;-;PFL;0H1;;;
21548                            X;;21548;JEREMIAS;CHAUSSURES;JOELLE;25E;39;110;-;PFL;0H1;;;
21549                            X;;21549;JERRY;CHAUSSURES;JOELLE;25E;38;110;-;PFL;0H1;;;
21550                            X;;21550;JOSIP;CHAUSSURES;JOELLE;25E;41;120;-;PFL;0H1;;;
21551                            X;;21551;JUANY;CHAUSSURES;JOELLE;25E;34;100;-;PFL;0H1;;;
21552                            X;;21552;JOSYAN;CHAUSSURES;JOELLE;25E;34;100;-;PFL;0H1;;;
21553                            X;;21553;JARRYS;CHAUSSURES;JOELLE;25E;42;130;-;PFL;0H1;;;
21554                            X;;21554;JOSIC;CHAUSSURES;JOELLE;25E;35;100;-;PFL;0H1;;;
21555                            X;;21555;JOSELITO;CHAUSSURES;JOELLE;25E;36;100;-;PFL;0H1;;;
21556                            X;;21556;JAISON;CHAUSSURES;JOELLE;25E;36;120;-;PFL;0H1;;;
21557                            X;;21557;JULICIEN;CHAUSSURES;JOELLE;25E;42;130;-;PFL;0H1;;;
21560                            X;;21560;JANNA;ROBE;TIN TRADE;25E;43;160;-;PFL;0H0;;;
21561                            X;;21561;JINEN;ROBE;TIN TRADE;25E;45;160;-;PFL;0H0;;;
21562                            X;;21562;JAWHARA;ROBE;TIN TRADE;25E;40;150;-;PFL;0H0;;;
21563                            X;;21563;JOULIA;ROBE;TIN TRADE;25E;64;190;-;PFL;0H0;;;
21564                            X;;21564;JOSET;PANTALON;ARTEMIS;25E;29;90;-;PFL;0GY;;;
21565                            X;;21565;JERZY;PANTALON;ROSELLA;25E;40;120;-;PFL;0GY;;;
21566                            X;;21566;JANNAT;KIMONO;METAPHORE LINE;25E;45;140;-;PFL;0H0;;;
21567                            X;;21567;JOHEINA;KIMONO;METAPHORE LINE;25E;45;140;-;PFL;0H0;;;
21569                            X;;21569;JORIS;TEE SHIRT;TWIN BREEZE;25E;16;50;-;PFL;0GY;;;
21570                            X;;21570;JAAD;TEE SHIRT;TWIN BREEZE;25E;16;50;-;PFL;0GY;;;
21571                            X;;21571;JACK;PULL;COMETEX;25E;28;80;-;PFL;0GY;;;
21572                            X;;21572;JOYCE;GILET;COMETEX;25E;35;100;-;PFL;0GY;;;
21573                            X;;21573;JAWAD;VESTE;SORECO;25E;42;130;-;PFL;0GY;;;
21574                            X;;21574;JOULAIL;PANTALON;SORECO;25E;34;110;-;PFL;0GY;;;
21575                            X;;21575;JOURI;VESTE;SORECO;25E;42;130;-;PFL;0GY;;;
21576                            X;;21576;JIHAD;PANTALON;SORECO;25E;34;110;-;PFL;0GY;;;
21577                            X;;21577;JANEL;PULL;STE GAT FASHION;25E;28;90;-;PFL;0GY;;;
21578                            X;;21578;JAGUAR;PULL;STE GAT FASHION;25E;29;90;-;PFL;0GY;;;
21579                            X;;21579;JALYSE;PULL;STE GAT FASHION;25E;24;80;-;PFL;0GY;;;
21580                            X;;21580;JUL;ROBE;TWIN BREEZE;25E;35;110;-;PFL;0GY;;;
21581                            X;;21581;JODY;SET;TWIN BREEZE;25E;40;130;-;PFL;0GY;;;
21582                            X;;21582;JADOU;PULL;COMETEX;25E;28;80;-;PFL;0GY;;;
21583                            X;;21583;JESS;CHAUSSURES;JOELLE;25E;35;100;-;PFL;0H1;;;
21584                            X;;21584;JUBA;CHAUSSURES;JOELLE;25E;39;110;-;PFL;0H1;;;
21585                            X;;21585;JAKE;CHAUSSURES;JOELLE;25E;23;70;-;PFL;0H1;;;
21586                            X;;21586;JED;CHAUSSURES;JOELLE;25E;22;70;-;PFL;0H1;;;
21587                            X;;21587;JORGEN;CHAUSSURES;JOELLE;25E;43;130;-;PFL;0H1;;;
21588                            X;;21588;JIL;CHAUSSETTES;JOELLE;25E;43;130;-;PFL;0H1;;;
21589                            X;;21589;JOLANE;CHAUSSURES;JOELLE;25E;41;130;-;PFL;0H1;;;
21590                            X;;21590;JONI;CHAUSSURES;JOELLE;25E;41;120;-;PFL;0H1;;;
21591                            X;;21591;JOREL;CHAUSSURES;JOELLE;25E;41;120;-;PFL;0H1;;;
21592                            X;;21592;JANEK;CHAUSSURES;JOELLE;25E;32;90;-;PFL;0H1;;;
